transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
4708,25,1194,06/11/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404
4709,84,1429,23/05/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,34079
4710,40,549,28/02/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,35052
4711,66,1952,25/05/2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,37499
4712,56,751,27/04/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707
4713,28,1174,22/12/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",33455
4714,0,2454,05/11/2017,TRUE,Approved,,,,,437.51,,
4715,37,1576,21/04/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,36361
4716,24,2104,10/06/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,40670
4717,51,974,25/01/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",35707
4718,4,731,20/05/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38573
4719,86,1137,16/07/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206
4720,8,1060,15/02/2017,TRUE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",42560
4721,0,2692,20/11/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,36367
4722,89,2622,06/03/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079
4723,54,2522,19/09/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145
4724,28,2325,07/01/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",38216
4725,21,1389,25/03/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74,35160
4726,41,1672,18/11/2017,FALSE,Approved,Solex,Road,medium,medium,416.98,$312.74,41064
4727,66,2587,27/10/2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487
4728,43,839,17/02/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,34071
4729,50,3297,13/08/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668
4730,81,2028,01/05/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,41533
4731,30,1668,15/06/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,33552
4732,12,3178,26/02/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,38216
4733,35,713,19/04/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,38750
4734,21,32,12/04/2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,35160
4735,49,3143,02/05/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064
4736,51,422,03/07/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",41009
4737,95,3002,24/08/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,38002
4738,21,2534,02/05/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74,34244
4739,57,3159,12/02/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259
4740,4,2273,03/02/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38216
4741,80,2183,15/12/2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,42226
4742,40,525,07/07/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,34071
4743,21,943,29/01/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74,34115
4744,9,2647,18/12/2017,TRUE,Cancelled,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",33455
4745,38,468,05/03/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,38573
4746,28,761,10/05/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",34165
4747,7,426,15/05/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258
4748,38,1062,21/04/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,40618
4749,15,102,19/08/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,38693
4750,74,2956,14/08/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,42226
4751,99,1604,13/07/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",38991
4752,48,3402,07/10/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,41848
4753,92,936,27/04/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259
4754,48,1238,04/08/2017,,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,35707
4755,31,628,03/06/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031
4756,20,1697,15/09/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",42404
4757,13,2288,09/09/2017,FALSE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,40618
4758,54,2982,04/09/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,35707
4759,58,1718,28/09/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,39915
4760,56,451,06/03/2017,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,34244
4761,73,1119,26/03/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,40553
4762,81,42,01/02/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,33429
4763,67,2666,18/04/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38647
4764,0,1945,06/09/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,33259
4765,100,239,09/04/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,33364
4766,92,1808,11/08/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,34586
4767,91,3172,14/07/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367
4768,0,2859,11/09/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668
4769,82,3048,05/02/2017,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,42226
4770,31,2628,13/01/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031
4771,0,3495,17/12/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064
4772,76,1091,26/12/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922
4773,14,3483,29/04/2017,TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",42710
4774,22,1026,05/10/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34165
4775,51,2653,28/08/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",41009
4776,46,2589,24/10/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,36361
4777,45,2905,16/11/2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99,34071
4778,3,21,22/10/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41701
4779,84,340,30/11/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339
4780,0,803,15/10/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34165
4781,3,655,02/11/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,35707
4782,12,104,08/10/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,34586
4783,36,139,04/12/2017,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58,35052
4784,49,978,17/03/2017,FALSE,Approved,Solex,Standard,medium,large,1061.56,$733.58,34170
4785,89,676,27/11/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,39526
4786,49,2559,18/12/2017,FALSE,Approved,Solex,Standard,medium,large,1061.56,$733.58,34170
4787,64,2464,28/12/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,41047
4788,69,2980,01/08/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879
4789,64,710,18/09/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",40410
4790,4,2353,10/10/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,41701
4791,5,488,09/10/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,39298
4792,59,3208,07/11/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37626
4793,11,540,17/09/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
4794,47,2663,03/03/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",35470
4795,43,1821,04/10/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,42218
4796,85,2664,22/06/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,42218
4797,49,2046,27/11/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,36146
4798,92,1460,23/07/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,40670
4799,16,2410,07/07/2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",39880
4800,78,647,03/09/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38002
4801,44,1447,13/02/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672
4802,80,1668,22/01/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35455
4803,20,1692,23/04/2017,,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",34244
4804,16,2041,11/10/2017,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",34586
4805,20,3231,01/02/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
4806,24,720,27/09/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,41047
4807,10,2766,13/11/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,36668
4808,86,177,15/10/2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,37698
4809,40,1831,18/07/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,38750
4810,69,1313,18/01/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879
4811,99,2929,16/01/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,34556
4812,23,2866,12/04/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,36145
4813,79,2723,20/11/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,33429
4814,66,166,11/07/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487
4815,68,2966,01/11/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,36668
4816,75,51,17/09/2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,38859
4817,50,3475,27/12/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668
4818,16,2156,27/05/2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",34165
4819,33,720,30/03/2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",36498
4820,47,1232,16/04/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",38991
4821,94,3121,17/04/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,41434
4822,8,1489,07/08/2017,,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",40649
4823,5,135,24/04/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784
4824,71,1030,18/04/2017,TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",34996
4825,19,1238,04/07/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,34244
4826,0,2692,03/03/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37659
4827,52,1954,27/01/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220
4828,87,2294,07/04/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,35667
4829,64,1081,19/12/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,41047
4830,1,2680,06/12/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,38573
4831,42,1594,30/07/2017,FALSE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",37873
4832,9,2350,27/03/2017,,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,38693
4833,0,961,03/09/2017,FALSE,Approved,,,,,366.22,,
4834,16,3280,17/07/2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",35560
4835,32,168,26/05/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,39427
4836,90,1980,14/05/2017,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58,35052
4837,52,721,14/06/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,42295
4838,89,2888,26/10/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,39526
4839,8,1317,17/09/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",38482
4840,22,294,16/02/2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,38339
4841,66,2674,02/02/2017,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,42560
4842,80,2691,11/10/2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35455
4843,86,507,14/10/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206
4844,60,1119,06/04/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",40410
4845,50,3276,16/04/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,37337
4846,68,2874,01/05/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410
4847,48,482,16/10/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,41848
4848,66,1783,10/04/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,34996
4849,82,1336,17/05/2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,38206
4850,98,1806,15/01/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,38002
4851,94,2747,11/08/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,41434
4852,13,1762,29/01/2017,TRUE,Cancelled,Solex,Standard,medium,medium,1163.89,$589.27,40303
4853,24,1722,16/02/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,40670
4854,82,2705,19/03/2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,42226
4855,0,3320,16/02/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37659
4856,68,2418,28/12/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,34996
4857,70,2601,21/11/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105
4858,46,2761,18/05/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51,38573
4859,11,608,03/01/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",36334
4860,25,2964,15/07/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,33888
4861,15,528,12/02/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,38693
4862,42,2324,13/10/2017,FALSE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",40672
4863,62,1934,22/04/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,36146
4864,25,512,05/02/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404
4865,18,3389,02/07/2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,41345
4866,91,490,01/07/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367
4867,39,921,15/06/2017,,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,40336
4868,66,897,19/01/2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487
4869,74,2200,14/08/2017,FALSE,Cancelled,WeareA2B,Standard,medium,medium,1228.07,$400.91,33429
4870,12,377,08/02/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,38216
4871,36,3342,12/01/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,35052
4872,97,350,07/07/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96,42458
4873,74,877,06/04/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,40553
4874,0,776,23/06/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105
4875,64,1483,04/02/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,42105
4876,33,2055,16/09/2017,FALSE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",39526
4877,36,98,07/05/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,35052
4878,36,2169,27/07/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,35052
4879,10,916,19/08/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
4880,58,405,15/08/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,39915
4881,39,2762,05/11/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,40336
4882,28,635,21/11/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",34527
4883,36,2840,13/02/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,35052
4884,35,1717,02/07/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,34527
4885,27,446,19/02/2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,33552
4886,5,765,25/05/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784
4887,62,2011,18/02/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,42404
4888,65,2432,01/09/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,33879
4889,11,590,19/02/2017,,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,35378
4890,81,3095,31/07/2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,39427
4891,91,1169,22/04/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,42458
4892,0,81,26/12/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334
4893,35,477,02/09/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,36145
4894,40,2617,04/05/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,37823
4895,52,2185,18/03/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220
4896,0,922,25/06/2017,FALSE,Approved,,,,,1199.26,,
4897,77,1893,28/12/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,40553
4898,93,2262,22/09/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,37874
4899,80,3092,12/05/2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35455
4900,66,50,24/07/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,37499
4901,57,1033,16/12/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259
4902,3,2858,18/08/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,37220
4903,82,1502,04/12/2017,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,34079
4904,44,2051,04/06/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672
4905,74,322,14/02/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,42226
4906,93,1341,16/10/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,36833
4907,0,2433,24/01/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,34527
4908,0,3471,30/06/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,33888
4909,0,1538,28/05/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,33259
4910,25,637,06/11/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",41009
4911,0,1406,03/03/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,36146
4912,56,3131,26/11/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,40779
4913,87,645,17/08/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410
4914,54,1022,04/04/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,36145
4915,39,144,18/06/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,40336
4916,77,2691,02/09/2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,40553
4917,80,2446,19/09/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35455
4918,89,2182,02/08/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,39427
4919,78,2592,23/11/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,33429
4920,30,581,21/08/2017,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90,34527
4921,96,490,08/03/2017,FALSE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",37539
4922,55,1563,04/08/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,37823
4923,51,3227,27/12/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",41009
4924,35,2039,14/06/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,38258
4925,20,2018,24/03/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
4926,2,1651,27/03/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,41167
4927,49,1566,05/10/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064
4928,33,2295,29/07/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",38750
4929,80,3176,30/06/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35455
4930,35,1993,17/10/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688
4931,21,2451,29/01/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74,42404
4932,5,549,17/05/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,36367
4933,68,1247,13/04/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410
4934,48,151,17/05/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,42688
4935,19,521,26/05/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784
4936,96,2269,04/08/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",37539
4937,0,1749,25/03/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874
4938,95,78,01/06/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874
4939,75,2788,10/05/2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,38859
4940,88,2592,17/11/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,41434
4941,20,173,16/03/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",41701
4942,72,3293,30/12/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,42295
4943,3,1378,05/05/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,38573
4944,3,2404,26/06/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41167
4945,78,2043,10/08/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193
4946,94,850,18/05/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,41434
4947,65,2920,19/04/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,34996
4948,37,2596,19/10/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,36498
4949,84,906,16/01/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879
4950,29,3013,26/12/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,36833
4951,60,1581,18/04/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",40779
4952,77,833,28/02/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,41064
4953,56,1805,03/02/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707
4954,13,870,28/03/2017,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,42560
4955,33,2623,20/12/2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",41848
4956,0,2682,16/06/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,36367
4957,71,3285,11/08/2017,TRUE,Cancelled,Solex,Standard,high,large,1842.92,"$1,105.75",37499
4958,85,2208,11/06/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,42218
4959,47,2978,29/04/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",38991
4960,21,1834,05/04/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,34586
4961,28,2788,09/02/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",33455
4962,79,3433,02/06/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873
4963,0,531,21/04/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031
4964,27,1524,09/10/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,33888
4965,76,1770,15/01/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922
4966,86,3202,20/11/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38482
4967,0,2217,16/08/2017,TRUE,Approved,,,,,1888.45,,
4968,3,2992,08/01/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,37659
4969,90,1462,13/05/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,41434
